2022-02-28 00:02:58.043 [cluster-ClusterId{value='621b84b3bc236e09563ec6ea', description='null'}-8.142.46.67:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:457, serverValue:4661}] to 8.142.46.67:27017
2022-02-28 00:03:05.552 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:437, serverValue:4629}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.556 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:438, serverValue:4630}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.558 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:439, serverValue:4631}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.560 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:440, serverValue:4632}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.561 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:441, serverValue:4633}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.563 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:442, serverValue:4634}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.565 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:443, serverValue:4635}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.566 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:444, serverValue:4636}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.567 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:445, serverValue:4637}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.569 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:446, serverValue:4638}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.571 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:447, serverValue:4639}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.572 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:448, serverValue:4640}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.573 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:449, serverValue:4641}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.574 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:450, serverValue:4642}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.575 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:451, serverValue:4643}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.576 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:452, serverValue:4644}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.577 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:453, serverValue:4645}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.578 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:454, serverValue:4646}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.580 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:455, serverValue:4647}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:05.581 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:456, serverValue:4648}] to 8.142.46.67:27017 because there was a socket exception raised on another connection from this pool.
2022-02-28 00:03:06.705 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:458, serverValue:4662}] to 8.142.46.67:27017
2022-02-28 00:03:06.826 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:459, serverValue:4663}] to 8.142.46.67:27017
2022-02-28 00:03:06.940 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:460, serverValue:4664}] to 8.142.46.67:27017
2022-02-28 00:03:08.062 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:461, serverValue:4668}] to 8.142.46.67:27017
2022-02-28 00:03:08.180 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:462, serverValue:4669}] to 8.142.46.67:27017
2022-02-28 00:03:08.303 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:463, serverValue:4670}] to 8.142.46.67:27017
2022-02-28 00:03:08.417 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:464, serverValue:4671}] to 8.142.46.67:27017
2022-02-28 00:03:08.540 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:465, serverValue:4672}] to 8.142.46.67:27017
2022-02-28 00:03:08.652 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:466, serverValue:4673}] to 8.142.46.67:27017
2022-02-28 00:03:08.773 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:467, serverValue:4674}] to 8.142.46.67:27017
2022-02-28 00:03:09.888 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:468, serverValue:4675}] to 8.142.46.67:27017
2022-02-28 00:03:11.010 [MaintenanceTimer-1-thread-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:469, serverValue:4676}] to 8.142.46.67:27017
